이름,위도,경도,구,최근역,백명점장르,최신연도,타베로그점수,리뷰수,타베로그,구글지도
銀座くどう,35.668572,139.7669,주오구,東銀座駅,일본요리,2025,3.67,194,https://tabelog.com/tokyo/A1301/A130101/13212919/,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%E3%81%8F%E3%81%A9%E3%81%86%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
日本料理 晴山,35.647499,139.739965,미나토구,田町駅,일본요리,2025,4.46,1231,https://tabelog.com/tokyo/A1314/A131402/13127807/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%20%E6%99%B4%E5%B1%B1%20%E7%94%B0%E7%94%BA%E9%A7%85
時限堂,35.677281,139.736203,미나토구,赤坂見附駅,일본요리,2025,4.18,319,https://tabelog.com/tokyo/A1308/A130801/13292021/,https://www.google.com/maps/search/?api=1&query=%E6%99%82%E9%99%90%E5%A0%82%20%E8%B5%A4%E5%9D%82%E8%A6%8B%E9%99%84%E9%A7%85
まき村,35.590848,139.735435,시나가와구,大森海岸駅,일본요리,2025,4.43,407,https://tabelog.com/tokyo/A1315/A131502/13003338/,https://www.google.com/maps/search/?api=1&query=%E3%81%BE%E3%81%8D%E6%9D%91%20%E5%A4%A7%E6%A3%AE%E6%B5%B7%E5%B2%B8%E9%A7%85
味享,35.667562,139.753348,미나토구,内幸町駅,일본요리,2025,4.39,254,https://tabelog.com/tokyo/A1301/A130103/13228116/,https://www.google.com/maps/search/?api=1&query=%E5%91%B3%E4%BA%AB%20%E5%86%85%E5%B9%B8%E7%94%BA%E9%A7%85
豊後もん 江とう,35.701267,139.739432,신주쿠구,牛込神楽坂駅,일본요리,2025,3.82,72,https://tabelog.com/tokyo/A1309/A130905/13268276/,https://www.google.com/maps/search/?api=1&query=%E8%B1%8A%E5%BE%8C%E3%82%82%E3%82%93%20%E6%B1%9F%E3%81%A8%E3%81%86%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
龍吟,35.67428,139.759287,지요다구,日比谷駅,일본요리,2025,4.15,328,https://tabelog.com/tokyo/A1301/A130102/13001457/,https://www.google.com/maps/search/?api=1&query=%E9%BE%8D%E5%90%9F%20%E6%97%A5%E6%AF%94%E8%B0%B7%E9%A7%85
はらまさ,35.687939,139.716547,신주쿠구,四谷三丁目駅,일본요리,2025,3.92,775,https://tabelog.com/tokyo/A1309/A130903/13151542/,https://www.google.com/maps/search/?api=1&query=%E3%81%AF%E3%82%89%E3%81%BE%E3%81%95%20%E5%9B%9B%E8%B0%B7%E4%B8%89%E4%B8%81%E7%9B%AE%E9%A7%85
うち山,35.672166,139.770062,주오구,新富町駅,일본요리,2025,3.78,672,https://tabelog.com/tokyo/A1301/A130101/13002322/,https://www.google.com/maps/search/?api=1&query=%E3%81%86%E3%81%A1%E5%B1%B1%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
樋口,35.673489,139.710144,시부야구,北参道駅,일본요리,2025,4.17,214,https://tabelog.com/tokyo/A1306/A130601/13001215/,https://www.google.com/maps/search/?api=1&query=%E6%A8%8B%E5%8F%A3%20%E5%8C%97%E5%8F%82%E9%81%93%E9%A7%85
日本料理 柳燕,35.685616,139.783988,주오구,人形町駅,일본요리,2025,3.75,130,https://tabelog.com/tokyo/A1302/A130204/13258874/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%20%E6%9F%B3%E7%87%95%20%E4%BA%BA%E5%BD%A2%E7%94%BA%E9%A7%85
乃木坂 しん,35.668589,139.728991,미나토구,乃木坂駅,일본요리,2025,3.98,190,https://tabelog.com/tokyo/A1307/A130701/13196404/,https://www.google.com/maps/search/?api=1&query=%E4%B9%83%E6%9C%A8%E5%9D%82%20%E3%81%97%E3%82%93%20%E4%B9%83%E6%9C%A8%E5%9D%82%E9%A7%85
銀座 きた川,35.672137,139.768278,주오구,銀座一丁目駅,일본요리,2025,4.36,418,https://tabelog.com/tokyo/A1301/A130101/13275790/,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%20%E3%81%8D%E3%81%9F%E5%B7%9D%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
わたなべ,35.643183,139.733887,미나토구,白金高輪駅,일본요리,2025,3.84,144,https://tabelog.com/tokyo/A1316/A131602/13254996/,https://www.google.com/maps/search/?api=1&query=%E3%82%8F%E3%81%9F%E3%81%AA%E3%81%B9%20%E7%99%BD%E9%87%91%E9%AB%98%E8%BC%AA%E9%A7%85
麻布 かどわき,35.655948,139.73362,미나토구,麻布十番駅,일본요리,2025,4.02,605,https://tabelog.com/tokyo/A1307/A130702/13001664/,https://www.google.com/maps/search/?api=1&query=%E9%BA%BB%E5%B8%83%20%E3%81%8B%E3%81%A9%E3%82%8F%E3%81%8D%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
赤坂 渡なべ,35.670644,139.738012,미나토구,赤坂駅,일본요리,2025,3.76,259,https://tabelog.com/tokyo/A1308/A130801/13224478/,https://www.google.com/maps/search/?api=1&query=%E8%B5%A4%E5%9D%82%20%E6%B8%A1%E3%81%AA%E3%81%B9%20%E8%B5%A4%E5%9D%82%E9%A7%85
茶寮 宮坂,35.658711,139.729383,미나토구,六本木駅,일본요리,2025,3.69,366,https://tabelog.com/tokyo/A1307/A130701/13216329/,https://www.google.com/maps/search/?api=1&query=%E8%8C%B6%E5%AF%AE%20%E5%AE%AE%E5%9D%82%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
日本料理 久丹,35.671612,139.774029,주오구,新富町駅,일본요리,2025,4,265,https://tabelog.com/tokyo/A1313/A131301/13220750/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%20%E4%B9%85%E4%B8%B9%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
あき山,35.644471,139.72475,미나토구,白金台駅,일본요리,2025,3.83,128,https://tabelog.com/tokyo/A1316/A131602/13218136/,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%81%8D%E5%B1%B1%20%E7%99%BD%E9%87%91%E5%8F%B0%E9%A7%85
銀座 稲葉,35.667699,139.763099,주오구,東銀座駅,일본요리,2025,3.84,377,https://tabelog.com/tokyo/A1301/A130101/13259495/,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%20%E7%A8%B2%E8%91%89%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
かんだ,35.665899,139.748176,미나토구,虎ノ門ヒルズ駅,일본요리,2025,4.16,177,https://tabelog.com/tokyo/A1308/A130802/13270674/,https://www.google.com/maps/search/?api=1&query=%E3%81%8B%E3%82%93%E3%81%A0%20%E8%99%8E%E3%83%8E%E9%96%80%E3%83%92%E3%83%AB%E3%82%BA%E9%A7%85
紀茂登,35.706319,139.739877,신주쿠구,神楽坂駅,일본요리,2025,4.33,454,https://tabelog.com/tokyo/A1309/A130905/13226856/,https://www.google.com/maps/search/?api=1&query=%E7%B4%80%E8%8C%82%E7%99%BB%20%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
鉄板焼き いわ倉,35.702135,139.737824,신주쿠구,牛込神楽坂駅,일본요리,2025,3.75,409,https://tabelog.com/tokyo/A1309/A130905/13189075/,https://www.google.com/maps/search/?api=1&query=%E9%89%84%E6%9D%BF%E7%84%BC%E3%81%8D%20%E3%81%84%E3%82%8F%E5%80%89%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
ぎんざ 一二岐,35.671344,139.770378,주오구,新富町駅,일본요리,2025,3.79,607,https://tabelog.com/tokyo/A1313/A131301/13115557/,https://www.google.com/maps/search/?api=1&query=%E3%81%8E%E3%82%93%E3%81%96%20%E4%B8%80%E4%BA%8C%E5%B2%90%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
宮坂,35.662465,139.714387,미나토구,表参道駅,일본요리,2025,4.24,164,https://tabelog.com/tokyo/A1306/A130602/13264981/,https://www.google.com/maps/search/?api=1&query=%E5%AE%AE%E5%9D%82%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
茜坂大沼,35.674058,139.737809,미나토구,赤坂駅,일본요리,2025,3.84,313,https://tabelog.com/tokyo/A1308/A130801/13244397/,https://www.google.com/maps/search/?api=1&query=%E8%8C%9C%E5%9D%82%E5%A4%A7%E6%B2%BC%20%E8%B5%A4%E5%9D%82%E9%A7%85
お料理 志ぶう,35.674439,139.76657,주오구,銀座一丁目駅,일본요리,2025,3.69,40,https://tabelog.com/tokyo/A1301/A130101/13215411/,https://www.google.com/maps/search/?api=1&query=%E3%81%8A%E6%96%99%E7%90%86%20%E5%BF%97%E3%81%B6%E3%81%86%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
伯雲,35.66606,139.718114,미나토구,外苑前駅,일본요리,2025,4.23,243,https://tabelog.com/tokyo/A1306/A130603/13255456/,https://www.google.com/maps/search/?api=1&query=%E4%BC%AF%E9%9B%B2%20%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85
日本料理 山崎,35.676505,139.771434,주오구,宝町駅,일본요리,2025,4.06,352,https://tabelog.com/tokyo/A1302/A130202/13287123/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%20%E5%B1%B1%E5%B4%8E%20%E5%AE%9D%E7%94%BA%E9%A7%85
赤坂 島袋,35.676466,139.736183,미나토구,赤坂見附駅,일본요리,2025,4.21,127,https://tabelog.com/tokyo/A1308/A130801/13300943/,https://www.google.com/maps/search/?api=1&query=%E8%B5%A4%E5%9D%82%20%E5%B3%B6%E8%A2%8B%20%E8%B5%A4%E5%9D%82%E8%A6%8B%E9%99%84%E9%A7%85
無題,35.660758,139.740943,미나토구,神谷町駅,일본요리,2025,3.71,55,https://tabelog.com/tokyo/A1307/A130701/13296933/,https://www.google.com/maps/search/?api=1&query=%E7%84%A1%E9%A1%8C%20%E7%A5%9E%E8%B0%B7%E7%94%BA%E9%A7%85
初音鮨,35.565552,139.714555,오타구,蒲田駅,스시,2025,4.24,1327,https://tabelog.com/tokyo/A1315/A131503/13017742/,https://www.google.com/maps/search/?api=1&query=%E5%88%9D%E9%9F%B3%E9%AE%A8%20%E8%92%B2%E7%94%B0%E9%A7%85
鮨 梢,35.633426,139.73238,미나토구,高輪台駅,스시,2025,3.74,121,https://tabelog.com/tokyo/A1316/A131603/13263453/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E6%A2%A2%20%E9%AB%98%E8%BC%AA%E5%8F%B0%E9%A7%85
鮨桂太,35.665415,139.773671,주오구,築地駅,스시,2025,3.8,481,https://tabelog.com/tokyo/A1313/A131301/13213360/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%E6%A1%82%E5%A4%AA%20%E7%AF%89%E5%9C%B0%E9%A7%85
鮨 いまむら,35.644204,139.725437,미나토구,白金台駅,스시,2025,3.8,133,https://tabelog.com/tokyo/A1316/A131602/13247741/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%84%E3%81%BE%E3%82%80%E3%82%89%20%E7%99%BD%E9%87%91%E5%8F%B0%E9%A7%85
島津,35.643175,139.733648,미나토구,白金高輪駅,스시,2025,4.55,570,https://tabelog.com/tokyo/A1316/A131602/13252991/,https://www.google.com/maps/search/?api=1&query=%E5%B3%B6%E6%B4%A5%20%E7%99%BD%E9%87%91%E9%AB%98%E8%BC%AA%E9%A7%85
東麻布 天本,35.657318,139.743456,미나토구,赤羽橋駅,스시,2025,4.6,653,https://tabelog.com/tokyo/A1314/A131401/13196420/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E9%BA%BB%E5%B8%83%20%E5%A4%A9%E6%9C%AC%20%E8%B5%A4%E7%BE%BD%E6%A9%8B%E9%A7%85
新ばし しみづ,35.666469,139.756381,미나토구,新橋駅,스시,2025,4.3,806,https://tabelog.com/tokyo/A1301/A130103/13002892/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E3%81%B0%E3%81%97%20%E3%81%97%E3%81%BF%E3%81%A5%20%E6%96%B0%E6%A9%8B%E9%A7%85
鮨 鈴木,35.670979,139.761895,주오구,銀座駅,스시,2025,4.17,93,https://tabelog.com/tokyo/A1301/A130101/13299923/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E9%88%B4%E6%9C%A8%20%E9%8A%80%E5%BA%A7%E9%A7%85
恵比寿 えんどう,35.644706,139.71053,시부야구,恵比寿駅,스시,2025,3.99,368,https://tabelog.com/tokyo/A1303/A130302/13231081/,https://www.google.com/maps/search/?api=1&query=%E6%81%B5%E6%AF%94%E5%AF%BF%20%E3%81%88%E3%82%93%E3%81%A9%E3%81%86%20%E6%81%B5%E6%AF%94%E5%AF%BF%E9%A7%85
鮨 みずかみ,35.687743,139.743316,지요다구,半蔵門駅,스시,2025,4.26,335,https://tabelog.com/tokyo/A1308/A130803/13220742/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%BF%E3%81%9A%E3%81%8B%E3%81%BF%20%E5%8D%8A%E8%94%B5%E9%96%80%E9%A7%85
鮨 ゆうき,35.649831,139.720405,시부야구,広尾駅,스시,2025,4.3,328,https://tabelog.com/tokyo/A1307/A130703/13294395/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%82%86%E3%81%86%E3%81%8D%20%E5%BA%83%E5%B0%BE%E9%A7%85
江戸前鮓 すし通,35.660113,139.726517,미나토구,六本木駅,스시,2025,3.72,700,https://tabelog.com/tokyo/A1307/A130701/13061640/,https://www.google.com/maps/search/?api=1&query=%E6%B1%9F%E6%88%B8%E5%89%8D%E9%AE%93%20%E3%81%99%E3%81%97%E9%80%9A%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
鮨 まつうら,35.644491,139.727701,미나토구,白金高輪駅,스시,2025,4.34,324,https://tabelog.com/tokyo/A1316/A131602/13239788/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%BE%E3%81%A4%E3%81%86%E3%82%89%20%E7%99%BD%E9%87%91%E9%AB%98%E8%BC%AA%E9%A7%85
すきやばし 次郎,35.672749,139.763947,주오구,銀座駅,스시,2025,3.84,437,https://tabelog.com/tokyo/A1301/A130101/13002260/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%8D%E3%82%84%E3%81%B0%E3%81%97%20%E6%AC%A1%E9%83%8E%20%E9%8A%80%E5%BA%A7%E9%A7%85
小笹寿し,35.668486,139.760446,주오구,新橋駅,스시,2025,3.61,243,https://tabelog.com/tokyo/A1301/A130103/13000569/,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E7%AC%B9%E5%AF%BF%E3%81%97%20%E6%96%B0%E6%A9%8B%E9%A7%85
らんまる,35.627105,139.708715,메구로구,不動前駅,스시,2025,4.05,728,https://tabelog.com/tokyo/A1317/A131710/13217903/,https://www.google.com/maps/search/?api=1&query=%E3%82%89%E3%82%93%E3%81%BE%E3%82%8B%20%E4%B8%8D%E5%8B%95%E5%89%8D%E9%A7%85
鮨 太一,35.671221,139.761346,주오구,銀座駅,스시,2025,3.75,521,https://tabelog.com/tokyo/A1301/A130101/13060788/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%A4%AA%E4%B8%80%20%E9%8A%80%E5%BA%A7%E9%A7%85
すし 喜邑,35.616032,139.62436,세타가야구,二子玉川駅,스시,2025,4.24,523,https://tabelog.com/tokyo/A1317/A131708/13026584/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%20%E5%96%9C%E9%82%91%20%E4%BA%8C%E5%AD%90%E7%8E%89%E5%B7%9D%E9%A7%85
鮨 在,35.650472,139.721092,시부야구,広尾駅,스시,2025,4.1,525,https://tabelog.com/tokyo/A1307/A130703/13233764/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%9C%A8%20%E5%BA%83%E5%B0%BE%E9%A7%85
鮨 西崎,35.668917,139.671477,세타가야구,東北沢駅,스시,2025,4.36,309,https://tabelog.com/tokyo/A1318/A131811/13270984/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E8%A5%BF%E5%B4%8E%20%E6%9D%B1%E5%8C%97%E6%B2%A2%E9%A7%85
鮨 はしもと,35.672939,139.774478,주오구,新富町駅,스시,2025,4.48,682,https://tabelog.com/tokyo/A1313/A131301/13238306/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%AF%E3%81%97%E3%82%82%E3%81%A8%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
さき田,35.691559,139.569534,三鷹구,三鷹市,스시,2025,3.81,128,https://tabelog.com/tokyo/A1320/A132001/13216828/,https://www.google.com/maps/search/?api=1&query=%E3%81%95%E3%81%8D%E7%94%B0%20%E4%B8%89%E9%B7%B9%E5%B8%82
鮓 ふじなが,35.656575,139.733793,미나토구,麻布十番駅,스시,2025,4.31,296,https://tabelog.com/tokyo/A1307/A130702/13265370/,https://www.google.com/maps/search/?api=1&query=%E9%AE%93%20%E3%81%B5%E3%81%98%E3%81%AA%E3%81%8C%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
鮨 美幸,35.67231,139.775009,주오구,新富町駅,스시,2025,4.13,282,https://tabelog.com/tokyo/A1313/A131301/13273113/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E7%BE%8E%E5%B9%B8%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
すが弥,35.655313,139.742475,미나토구,赤羽橋駅,스시,2025,4.09,557,https://tabelog.com/tokyo/A1314/A131401/13228776/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%8C%E5%BC%A5%20%E8%B5%A4%E7%BE%BD%E6%A9%8B%E9%A7%85
鮨 一幸,35.669502,139.76548,주오구,東銀座駅,스시,2025,4.61,174,https://tabelog.com/tokyo/A1301/A130101/13300481/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E4%B8%80%E5%B9%B8%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
高柿の鮨,35.682765,139.783997,주오구,水天宮前駅,스시,2025,3.73,254,https://tabelog.com/tokyo/A1302/A130204/13231297/,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E6%9F%BF%E3%81%AE%E9%AE%A8%20%E6%B0%B4%E5%A4%A9%E5%AE%AE%E5%89%8D%E9%A7%85
あら輝,35.671054,139.735379,미나토구,赤坂駅,스시,2025,4.23,109,https://tabelog.com/tokyo/A1308/A130801/13296725/,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%89%E8%BC%9D%20%E8%B5%A4%E5%9D%82%E9%A7%85
きよ田,35.671468,139.760963,주오구,銀座駅,스시,2025,4.05,335,https://tabelog.com/tokyo/A1301/A130101/13070238/,https://www.google.com/maps/search/?api=1&query=%E3%81%8D%E3%82%88%E7%94%B0%20%E9%8A%80%E5%BA%A7%E9%A7%85
くろ﨑,35.66601,139.716778,미나토구,表参道駅,스시,2025,4.37,359,https://tabelog.com/tokyo/A1306/A130602/13268824/,https://www.google.com/maps/search/?api=1&query=%E3%81%8F%E3%82%8D%EF%A8%91%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
寺子屋 すし匠,35.662045,139.742964,미나토구,神谷町駅,스시,2025,4.03,149,https://tabelog.com/tokyo/A1307/A130704/13291238/,https://www.google.com/maps/search/?api=1&query=%E5%AF%BA%E5%AD%90%E5%B1%8B%20%E3%81%99%E3%81%97%E5%8C%A0%20%E7%A5%9E%E8%B0%B7%E7%94%BA%E9%A7%85
すし家 一柳,35.674957,139.767087,주오구,銀座一丁目駅,스시,2025,3.8,443,https://tabelog.com/tokyo/A1301/A130101/13156961/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%E5%AE%B6%20%E4%B8%80%E6%9F%B3%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
鮨 しゅん輔 阿佐ヶ谷,35.7045,139.633921,스기나미구,阿佐ケ谷駅,스시,2025,4.32,720,https://tabelog.com/tokyo/A1319/A131905/13127515/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%97%E3%82%85%E3%82%93%E8%BC%94%20%E9%98%BF%E4%BD%90%E3%83%B6%E8%B0%B7%20%E9%98%BF%E4%BD%90%E3%82%B1%E8%B0%B7%E9%A7%85
匠 進吾,35.671354,139.723887,미나토구,青山一丁目駅,스시,2025,4.2,336,https://tabelog.com/tokyo/A1306/A130603/13155925/,https://www.google.com/maps/search/?api=1&query=%E5%8C%A0%20%E9%80%B2%E5%90%BE%20%E9%9D%92%E5%B1%B1%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
冨所,35.661912,139.754072,미나토구,御成門駅,스시,2025,3.85,646,https://tabelog.com/tokyo/A1314/A131401/13223846/,https://www.google.com/maps/search/?api=1&query=%E5%86%A8%E6%89%80%20%E5%BE%A1%E6%88%90%E9%96%80%E9%A7%85
あじゅう田,35.662586,139.695161,시부야구,神泉駅,스시,2025,3.79,407,https://tabelog.com/tokyo/A1303/A130301/13257494/,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%81%98%E3%82%85%E3%81%86%E7%94%B0%20%E7%A5%9E%E6%B3%89%E9%A7%85
鮨 龍次郎,35.671305,139.721094,미나토구,外苑前駅,스시,2025,4.38,971,https://tabelog.com/tokyo/A1306/A130603/13240787/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E9%BE%8D%E6%AC%A1%E9%83%8E%20%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85
鮨しゅんじ,35.657067,139.728715,미나토구,麻布十番駅,스시,2025,4.39,215,https://tabelog.com/tokyo/A1307/A130701/13282687/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%E3%81%97%E3%82%85%E3%82%93%E3%81%98%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
鮨 ます田,35.665612,139.714623,미나토구,表参道駅,스시,2025,4.19,196,https://tabelog.com/tokyo/A1306/A130602/13268503/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%BE%E3%81%99%E7%94%B0%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
千葉たかおか,35.679068,139.768952,주오구,東京駅,스시,2025,4.31,176,https://tabelog.com/tokyo/A1302/A130201/13282854/,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E8%91%89%E3%81%9F%E3%81%8B%E3%81%8A%E3%81%8B%20%E6%9D%B1%E4%BA%AC%E9%A7%85
銀座いち分,35.671986,139.770164,주오구,新富町駅,스시,2025,3.73,119,https://tabelog.com/tokyo/A1301/A130101/13209942/,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%E3%81%84%E3%81%A1%E5%88%86%20%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85
新橋鶴八,35.666289,139.757389,미나토구,新橋駅,스시,2025,3.83,322,https://tabelog.com/tokyo/A1301/A130103/13173432/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%A9%8B%E9%B6%B4%E5%85%AB%20%E6%96%B0%E6%A9%8B%E9%A7%85
鮨 さいとう 麻布台,35.661701,139.740904,미나토구,神谷町駅,스시,2025,3.76,390,https://tabelog.com/tokyo/A1307/A130701/13295096/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%95%E3%81%84%E3%81%A8%E3%81%86%20%E9%BA%BB%E5%B8%83%E5%8F%B0%20%E7%A5%9E%E8%B0%B7%E7%94%BA%E9%A7%85
鮨 はしぐち,35.677627,139.732318,미나토구,赤坂見附駅,스시,2025,3.95,269,https://tabelog.com/tokyo/A1308/A130801/13134517/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%AF%E3%81%97%E3%81%90%E3%81%A1%20%E8%B5%A4%E5%9D%82%E8%A6%8B%E9%99%84%E9%A7%85
佐野鮨,35.651537,139.750703,미나토구,芝公園駅,스시,2025,4.01,271,https://tabelog.com/tokyo/A1314/A131401/13290845/,https://www.google.com/maps/search/?api=1&query=%E4%BD%90%E9%87%8E%E9%AE%A8%20%E8%8A%9D%E5%85%AC%E5%9C%92%E9%A7%85
不動前 すし 岩澤,35.624231,139.71703,시나가와구,不動前駅,스시,2025,3.7,323,https://tabelog.com/tokyo/A1317/A131710/13193460/,https://www.google.com/maps/search/?api=1&query=%E4%B8%8D%E5%8B%95%E5%89%8D%20%E3%81%99%E3%81%97%20%E5%B2%A9%E6%BE%A4%20%E4%B8%8D%E5%8B%95%E5%89%8D%E9%A7%85
鮨 竜介,35.670309,139.760231,주오구,銀座駅,스시,2025,3.8,284,https://tabelog.com/tokyo/A1301/A130101/13185503/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E7%AB%9C%E4%BB%8B%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 なんば 日比谷,35.674188,139.759394,지요다구,日比谷駅,스시,2025,4.51,1049,https://tabelog.com/tokyo/A1301/A130102/13219857/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%AA%E3%82%93%E3%81%B0%20%E6%97%A5%E6%AF%94%E8%B0%B7%20%E6%97%A5%E6%AF%94%E8%B0%B7%E9%A7%85
戸越銀座 鮨 ばんど,35.620381,139.716,시나가와구,戸越銀座駅,스시,2025,3.73,314,https://tabelog.com/tokyo/A1317/A131712/13255116/,https://www.google.com/maps/search/?api=1&query=%E6%88%B8%E8%B6%8A%E9%8A%80%E5%BA%A7%20%E9%AE%A8%20%E3%81%B0%E3%82%93%E3%81%A9%20%E6%88%B8%E8%B6%8A%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 あらい,35.668081,139.762723,주오구,銀座駅,스시,2025,4.59,1058,https://tabelog.com/tokyo/A1301/A130101/13188186/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%82%E3%82%89%E3%81%84%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 浩也,35.659476,139.756132,미나토구,大門駅,스시,2025,3.74,568,https://tabelog.com/tokyo/A1314/A131401/13247407/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E6%B5%A9%E4%B9%9F%20%E5%A4%A7%E9%96%80%E9%A7%85
鮨 めい乃,35.656744,139.734229,미나토구,麻布十番駅,스시,2025,4.45,174,https://tabelog.com/tokyo/A1307/A130702/13292357/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%82%81%E3%81%84%E4%B9%83%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
佐たけ,35.666494,139.763856,주오구,築地市場駅,스시,2025,3.79,523,https://tabelog.com/tokyo/A1301/A130103/13258466/,https://www.google.com/maps/search/?api=1&query=%E4%BD%90%E3%81%9F%E3%81%91%20%E7%AF%89%E5%9C%B0%E5%B8%82%E5%A0%B4%E9%A7%85
鮨 やすみつ,35.688123,139.725283,신주쿠구,四谷三丁目駅,스시,2025,4.01,154,https://tabelog.com/tokyo/A1309/A130902/13212833/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%82%84%E3%81%99%E3%81%BF%E3%81%A4%20%E5%9B%9B%E8%B0%B7%E4%B8%89%E4%B8%81%E7%9B%AE%E9%A7%85
